"","Origin","Destination","year","N","corridor","z1","dejure_dummy","infants","deaths","birthplace_dummy","quality","cont_dummy","popS","popR","mstS","mstR","imports","exports","GDPS","GDPR","unempS","unempR","pvS","pvR","schoolyS","schoolyR","lifeexpectancyS","lifeexpectancyR","language_dummy"
"4766","Ecuador","Uruguay",2.8,4766,6,5.48447966150917,0,3.38300395250325,0.942573007435216,0,2,0,17.3010223564452,17.3113049094059,5.73061766761683,8.51453382794537,14.3032556849135,17.3293110371503,8.39490463625378,7.86548415875001,1.75711739258602,1.8321752696912,0.122913660550049,0.516889579408627,1.81489878364304,2.21308856976442,4.30483919367138,4.34436482791146,1
"4767","Paraguay","Uruguay",2.8,4767,7,9.10976165255391,0,-2.04428673350896,-0.102951354638524,0,2,1,17.5260730216394,17.5595316672724,8.93790781868117,4.49506560072024,17.5948569604677,14.5165233429889,7.66254969247199,9.24442710542151,2.16693149687876,1.69475664455863,-2.38321087229211,0.296915663715078,2.40951725567417,1.7254825161319,4.37176515301723,4.23246564907803,1
"4768","Peru","Uruguay",2.8,4768,8,4.68827548560279,0,0.903262264270649,-0.190852019303335,0,2,0,17.1913350193544,16.3486801309848,6.68375143718804,4.18307218483526,21.3737035683897,16.9475141118194,7.43641895505359,7.97874487056256,1.52713778328791,2.44183389366529,-0.461148181073046,-0.942614414281171,1.64191844373011,2.01308187836966,4.04099376564811,4.34447960669894,0
"4769","Venezuela","Uruguay",2.8,4769,9,7.33050606901244,0,-2.06759449337586,-0.35169379536855,0,2,1,15.8995901005955,17.0237787464351,5.86796655230684,8.98516352341839,19.928160064396,15.6962091780942,9.20811191462366,9.08163946932273,2.53087384477616,2.30114545692585,-0.0950314652694828,-0.838882897761581,1.63242460872517,1.91367938102117,4.25166875048096,4.30782016673865,1
"4770","USA","Uruguay",2.8,4770,10,6.38376391830078,0,2.37250908903851,1.54683617446246,0,3,1,17.7663853509355,16.2959471055711,9.88504406263103,9.92640419059955,20.6530200845279,17.3760515195728,7.50274843811426,9.10764138767948,2.54190296807757,2.367030077009,-1.12563990679631,-1.57960715056243,2.14834520445247,1.84771833751637,4.23312521254229,4.29600021594561,0
"4771","Spain","Uruguay",2.8,4771,11,5.71569311021577,0,-3.03849245046709,0.0270481401670188,0,3,0,18.1236113486355,14.8764233890282,6.48959926450607,10.6021399695147,20.4739114151033,16.6093406549169,6.72271916356875,7.30090059841859,2.77773644752519,1.89507462992335,-0.315551176017364,1.87657461123574,1.78265744380549,2.30597020746348,4.16069782288425,4.26838835547,0
"4772","Canada","Uruguay",2.8,4772,12,6.22146381408064,0,3.46848969942013,-2.05354201472777,0,2,0,16.491169650868,16.1803803191262,7.85787131348411,9.69977943161081,16.7666176704122,13.3120628645748,8.70141257294074,8.90658460248613,2.62218864880979,1.7309645711257,0.0708625296101378,-1.61759575093249,1.63789487768327,1.88616504058115,4.1791837711321,4.36844386250637,0
"4773","America","Uruguay",2.8,4773,13,6.69724461490983,0,-1.59437834184913,0.0679518936924758,0,3,1,17.5007819568948,16.6724405291337,0.959730513728147,9.05744396969839,19.9703645627529,17.7839446301954,10.3210619358182,8.62037603783273,2.36858863221767,2.52492863856896,-2.34735084380253,-4.37161422122153,2.37062063666606,2.29118409573253,4.18778292998694,4.31344198114222,1
"4774","Africa","Uruguay",2.8,4774,14,6.35699945495456,0,-2.62961488738413,0.42172560998029,0,3,0,16.4511713532136,16.1914730822578,8.63540200137809,10.2109394154145,16.0227454628243,19.3103886306353,8.9682039691,7.91096397238092,2.4251088176878,2.61261802637741,0.982174760128982,-0.881708627528969,2.25183497217014,1.37784698572096,4.26640974537371,4.37139021923687,1
"4775","Asia","Uruguay",2.8,4775,15,6.57528977422946,0,3.08239782906418,2.199754132991,0,2,1,19.4077218410044,16.4472860808243,9.63701639329471,15.6332492532372,17.4336440518717,18.375670591023,9.40021594076589,9.10527312418172,1.87062176590403,1.42180421071278,-0.801862617802087,-1.65817657786196,2.41938696676521,2.46222570010504,4.38230737629294,4.21498924557,1
"4776","Europe","Uruguay",2.8,4776,16,5.81437051150002,0,3.56385254662829,-3.26515013091431,0,3,0,18.2991981073796,17.8514408675694,2.46502050236906,6.73517647553036,19.2290920871362,16.3052644440965,7.76917727865404,7.49408781689946,2.07352245186317,1.74032511415636,-0.240953682842163,-0.75663638351697,2.74130882430089,2.280536594633,4.4173758646927,4.31295825475811,1
"4777","Oceania","Uruguay",2.8,4777,17,6.65416565640215,0,-0.552604005823172,-0.592607047867121,0,2,0,18.0387665743606,17.5694743546925,8.5516926820786,8.73846552540971,11.570468709192,16.6324695732637,8.71435533111843,8.61708712220518,2.02229230141712,1.23294947470281,-0.684291649847895,-2.42512424175464,2.2655123276583,2.02331159770489,4.22895034587674,4.17913137453269,0
"4778","Argentina","Uruguay",2.8,4778,18,8.03487079140391,0,-1.55601335334597,1.23678308579097,0,1,0,17.9415695958925,17.4831026660067,9.85650882188343,10.843043863187,18.2638203088892,18.7074731337344,8.06357285546188,9.41788349667903,2.39488159246703,1.6088102421406,0.686657815970281,-1.79016636323341,1.80212778792829,1.83849688868739,4.27803115508412,4.25198970609019,0
"4779","Bolivia","Uruguay",2.8,4779,19,9.18164069031347,0,3.63910459097001,-0.490717062800751,0,3,0,19.945157013775,16.0110796085023,9.19663330906636,6.07853127146131,22.5441872648401,14.9671413203564,7.2603546292446,7.16340839485492,1.01477115643529,1.87617825910617,-0.343799963145945,-1.95424595681926,1.71370819400502,1.90598788126947,4.33577102849915,4.26047594376135,0
"4780","Brazil","Uruguay",2.8,4780,20,2.69639618326946,0,-0.565850213660122,-0.538014902845022,0,2,0,17.1787052239245,17.4863646605426,9.27748503794256,10.804174804747,21.4140914337416,23.9896764269528,7.96053916517902,8.80128454227073,2.00486021256953,1.44202215559004,0.0023449933941142,-0.350167434415419,1.49259449853431,2.05165035850145,4.2902631079669,4.26288120026027,1
"4781","Chile","Uruguay",2.8,4781,21,3.51725145398868,0,2.35187331917453,-0.569189781521068,0,1,1,19.5507739491204,16.1392109410127,5.88435624199956,9.63670519895977,19.2380457615862,14.8572726482895,8.23048978154618,7.82725499390588,2.89244327915544,2.77316331930011,-0.924007420932926,0.388463378028963,2.07474326461828,1.90875163242835,4.32656553112342,4.35035260080244,0
"4782","Colombia","Uruguay",2.8,4782,22,8.20718019027675,1,0.803515920987096,0.893091145242223,0,2,1,17.1468770045861,17.232448316653,13.8646403088368,13.7740563000907,19.8023605535783,18.0007164759158,8.37854034434423,8.27040336654203,2.13134276769104,1.13619753657956,-1.56092936680032,-2.43786111743527,2.52442828870002,1.99613337402563,4.3979909209247,4.30097350645444,1
"4783","Ecuador","Uruguay",2.8,4783,23,5.898082191558,0,1.70278204947377,1.27640455688709,0,3,0,16.5556500586344,16.768920360454,0.935955145534119,6.62540876056309,19.1986392746612,18.21721075803,6.87837434619121,8.96381254991661,2.42225741334824,0.990342906953816,-1.26914952029416,-3.55551689921488,2.23542880111178,2.24585240791166,4.32030681775875,4.14826220787044,1
"4784","Paraguay","Uruguay",2.8,4784,24,4.06929120842327,0,6.67509631740176,-0.877282938605971,0,3,1,17.3984983493256,16.7802681708305,11.4418364435111,12.9295674576401,19.2126839717311,18.0216739264138,10.405511139402,7.4591888469663,2.34209854909236,2.03517095230665,-0.197250333869121,-2.47094091925663,2.03251625170758,2.13048227745734,4.19496697076284,4.31273390714504,0
"4785","Peru","Uruguay",2.8,4785,25,4.87740834033415,0,3.88729931124387,-0.0789252728039651,0,3,1,19.8831301956106,18.6942819779727,5.27030248610298,6.01011781706324,16.2965255848164,16.5336539910783,7.38000562907318,7.31438850224399,2.4348172818223,2.19462403652144,-1.56693855564924,-3.7787782326042,2.1142847026589,1.7786476459697,4.31237897219026,4.2490803932302,0
"4786","Venezuela","Uruguay",2.8,4786,26,4.52009980828283,0,0.0294468045850886,2.68260058701733,0,3,1,20.7295049740556,16.8689459043775,3.90467230729193,7.24398512558244,14.141328159482,19.8292103080981,9.40032161318053,8.3691667731781,1.97857367106087,2.28824346708807,-1.04849841383185,-1.59240385238513,1.77788413871047,1.82105392464199,4.25076137806211,4.16725086718039,1
"4787","USA","Uruguay",2.8,4787,27,7.8624493273907,0,4.33062836769682,1.21245016082891,0,2,1,15.0107214295074,18.5872353078629,11.8339800283949,4.01873726282965,17.0569298118507,10.2674295426739,8.60736322838318,7.47257599825154,1.85470124871445,1.70458704429783,-0.349492599860635,-0.267593673500981,1.88171323172677,1.70919999518527,4.19842687588658,4.27876610140041,0
"4788","Spain","Uruguay",2.8,4788,28,5.12736092748635,0,1.11304945863526,0.807543775716193,0,2,0,16.7430114376546,16.7829320322325,6.68667678766809,7.51124634015482,16.5123173347509,20.7900726519317,8.58273007263517,8.10985493839149,2.63028305914708,1.67688925979054,-1.64228788702718,-1.86111494034607,2.21908172960454,1.63333290002438,4.30547293668646,4.19670723034468,0
"4789","Canada","Uruguay",2.8,4789,29,6.45030228921804,0,3.21639272073641,-2.09940750001488,0,1,1,16.9905170891971,17.3706147020582,11.7581047572073,3.56867205009555,17.8407327068436,19.675383117564,10.173251931059,8.40474805261053,2.02044340682938,2.29661842960066,-0.784440810737838,1.30111836160433,1.5532399979174,1.58424398054632,4.25693014357517,4.23437603275436,0
"4790","America","Uruguay",2.8,4790,30,6.14321876238946,0,1.14790112050941,0.0888362456909834,0,2,1,17.6285257559814,17.3975800617123,7.04823041357364,6.94611972002332,17.8114583376906,23.4267686297205,6.91678606468819,7.5338519712542,1.35173987819909,2.43699545549485,-0.967622463220154,-2.20253322917028,1.56982855887791,2.32064820804159,4.21755122735922,4.27387943314521,0
"4791","Africa","Uruguay",2.8,4791,31,4.24391198405688,0,0.569908581144392,-0.212311613512814,0,1,0,16.8128496686113,18.2438516937454,10.0137169782292,8.91744343622328,16.9652478025404,21.7647107275818,7.62995148285663,7.17327640505819,2.34245177123311,1.92572148703416,-1.36129308060694,-3.03688480314681,2.04864305442002,1.61032954408406,4.36168297884206,4.31897267922753,0
"4792","Asia","Uruguay",2.8,4792,32,6.12852981617222,1,1.86981292182604,-0.177255043138824,0,3,1,16.2503219758319,17.8484170755192,7.41240565308632,8.37292029639794,17.0225282101629,19.9382656656287,9.23153942501064,9.48969829613186,2.42817852208092,2.67657081961504,-0.608391294701924,-0.981167791308845,1.47672454880085,2.26507976534561,4.29168169311331,4.25571990821419,0
"4793","Europe","Uruguay",2.8,4793,33,6.45432687873707,0,0.929999123118731,0.317119161956636,0,2,0,17.0124772590139,18.3152083985378,11.8083475282067,10.260356618529,17.3201586215542,23.0504683808245,7.57994970908943,8.16072710761851,2.35520702033016,2.42905993343258,-0.693003612848039,1.32945142139318,2.10196860812755,2.12650779386208,4.30047595302839,4.26178021811591,0
"4794","Oceania","Uruguay",2.8,4794,34,4.99069360596326,0,0.747564249776469,-2.47682196613924,0,2,1,13.9769361535278,16.9544164213995,6.4638154236258,8.10102327451765,19.4909220789752,15.5122288184582,10.1438759307066,8.43332512213034,1.74907303879098,2.20959835600999,-1.62613385854558,-0.0484579117806436,1.99793583883153,2.1619130748195,4.18675078849026,4.27571065863787,0
"4795","Argentina","Uruguay",2.8,4795,35,6.50732907492596,1,1.98490989098988,0.93369029396919,0,2,1,18.3419181769844,17.1608694591542,9.75060066865139,5.20850274670009,16.7261364679778,17.9212152260877,9.97609368555569,8.70718643790394,2.31069108088054,2.30902175561907,-1.35202820776028,-1.69473831523649,2.7766952777874,1.92613700369075,4.24227940843527,4.18712984684914,0
"4796","Bolivia","Uruguay",2.8,4796,36,5.25961051437348,0,-0.72418402138413,1.57828449409634,0,2,0,16.1967770888664,18.2761270372274,4.18598692552256,5.60013721017775,18.2180006429484,15.0207654711471,9.92304735442732,8.04193287640684,1.99724348047062,2.29237252399,0.708752324846775,-0.913221513199187,2.16533471731655,2.00249874202954,4.31382398419604,4.3000017561459,0
"4797","Brazil","Uruguay",2.8,4797,37,6.15654334272343,0,-2.10514981093271,0.592867547813903,0,1,0,18.8481999026097,16.0124015026343,5.6173370054367,6.42709413896476,16.6066346198782,18.8790502374958,6.9805025366186,8.08535327966686,3.33558641374648,1.72937748166448,-2.70420374909763,1.55890726484097,1.78358106106228,1.85545130483234,4.33193660921622,4.2127916404189,1
"4798","Chile","Uruguay",2.8,4798,38,5.15070839223886,0,-0.731686335893262,-1.12513838942644,0,3,0,17.2536200372039,17.4351409205577,11.9640169966425,10.8414804049249,15.0318735220815,18.5948479413046,9.31704534525995,7.78256445817875,1.75268484756113,1.77643423083304,-1.52127035669544,-0.52027335753347,1.62485531565698,2.09140584881724,4.25875655194577,4.30515285251706,0
"4799","Colombia","Uruguay",2.8,4799,39,3.19270303926743,0,0.915974781786784,-0.241736364224545,0,2,1,19.1141217075342,15.9929416544491,9.79771947459793,8.60749300929002,13.4910248692322,20.0930315142551,9.25099895863683,8.51958394911714,1.85840972612247,1.75831043931572,-1.6456960331386,-3.63875445997166,2.05511544253996,1.85280754251811,4.23335461935353,4.30938391619314,0
"4800","Ecuador","Uruguay",2.8,4800,40,3.55482823514126,0,0.806619467265857,0.273038229538512,0,1,1,15.9891916317452,16.3888176957211,6.47157369831521,6.38640922189441,15.7536499078411,18.6127835156269,10.4361932476545,6.61541056109021,2.52433137668305,2.32762207987932,-3.53195166164083,-0.597219434053533,1.83152115675353,2.33728817658965,4.32267237524132,4.19952947250071,1
"4801","Paraguay","Uruguay",2.8,4801,41,5.82966169497897,0,1.94230903781565,-1.81878502970241,0,3,0,21.0463104370323,17.4453822898686,7.69280578176104,9.83753366349642,16.8013470588257,17.1168067099833,6.52760220534809,8.07793323886338,1.76895033528483,2.32541940542597,-1.87837882344996,-3.23252070796379,2.20380489822817,1.76449245042468,4.20310761634267,4.37529091447529,0
"4802","Peru","Uruguay",2.8,4802,42,6.3267769516789,0,2.19733372084779,0.343264482916015,0,3,0,19.339133001468,15.8745131739981,5.64267306576564,12.755973595343,22.4419024874217,19.0585745759341,8.75311900472405,8.8806451519352,1.80711764554154,1.86513491627907,-1.02657919684459,-4.31085030532392,1.39812225165974,2.17207720959711,4.27366469714077,4.24166572770047,1
"4803","Venezuela","Uruguay",2.8,4803,43,4.9867009317439,0,1.31783898826031,1.26070280177663,0,2,0,16.4975285152893,16.1297404047809,2.65775439427042,13.1290693288623,20.0608582663874,20.149959167611,11.2915398622629,7.70959928808774,1.99012169439974,1.72261744782967,0.499240380459726,-1.65770922220466,2.0158815514434,2.17379873026931,4.33740764389842,4.20161702927516,1
"4804","USA","Uruguay",2.8,4804,44,6.26405660575842,0,-0.618445803413339,1.05656781694473,0,3,0,18.5660866376441,17.2544440941121,6.25280200221279,7.83028359168127,13.110348248589,18.0608413634452,8.88187663989754,8.25765353680472,1.24720086650284,1.64343145575841,-1.74019109474169,-2.27110278512994,1.76298289019714,2.27819899111651,4.30004129649626,4.29101185675571,0
"4805","Spain","Uruguay",2.8,4805,45,5.21090776248816,0,0.972113958321633,0.672721064693579,0,3,1,15.1715468592475,17.2852126848326,8.81951530837272,10.9495153954864,17.9464706322209,18.9384926654862,9.3437955321864,7.25200343132096,2.10910357313169,2.24437915636367,0.823141086123453,1.39621631185297,2.29039101273486,1.87657863767665,4.30454314835975,4.32449786517739,1
"4806","Canada","Uruguay",2.8,4806,46,7.20980102110042,0,2.85287908013861,-1.99679620186244,0,1,1,19.7784154079235,17.1599260974331,7.08188703004448,3.72474588315328,22.5042301486811,18.3005953660946,9.95943271778103,8.66949840572876,2.31126615772487,2.21845467824976,-2.2418384082457,-2.83245725855344,2.6682838579538,1.83928059610016,4.35498679471675,4.22914550673899,1
"4807","America","Uruguay",2.8,4807,47,6.52525919745207,0,-0.83637720911882,2.09459101391301,0,3,0,13.4166076434872,16.5186942843993,3.13390882237833,10.0371356589576,17.5140306257745,20.2326360430522,8.21256587858147,8.39278640713663,1.79008706501888,2.29186746540205,-0.121340324971322,-1.12254506769482,2.28223333098341,1.96061322674061,4.21114285306689,4.35889981410214,1
"4808","Africa","Uruguay",2.8,4808,48,7.07999996417368,1,3.48193195468737,0.532873102105112,0,2,0,18.0992070169384,16.4028378867106,5.08794839394531,10.8097213131893,18.9033650054032,19.9951314321381,8.90075684710101,8.87643725409774,2.08200152388636,1.9174607512326,-0.0631387764313558,-0.331181978450602,2.15625740795584,1.68522718476949,4.23475283872933,4.14421366804676,0
"4809","Asia","Uruguay",2.8,4809,49,7.37484284464053,0,2.21197220263747,0.320977626713679,0,2,0,21.0287231590281,18.77216276461,6.48133348518479,11.2171802343367,19.8428120240315,16.4305345870553,10.2129096522307,7.02814063458061,2.66769819800797,2.49581459362017,-2.02349359521382,-0.930393667040758,2.30772073236418,2.16082203099481,4.26918721520894,4.17689043028786,0
"4810","Europe","Uruguay",2.8,4810,50,5.48628773406098,1,6.02525964906828,0.323626224041702,0,2,1,20.7298613495538,14.5459929152796,10.6840902415336,9.85395455715887,19.7004201858306,22.6704157045898,8.74231375409052,8.2888291740382,2.28481383276609,2.71529222592562,-0.879218889742246,0.458996154393724,1.87011928289277,1.76480223899591,4.22277705279417,4.25809079812336,1
"4811","Oceania","Uruguay",2.8,4811,51,7.36828196639252,0,3.55134880151204,0.615196456436744,0,2,0,16.511459527459,17.9324024588476,7.52266157632753,7.34072281189466,18.4402474461217,19.178937138795,9.29916094302991,8.10276133244251,1.2094221003256,1.80194100096672,-1.52224109494883,-0.783884134333232,1.72050835988428,2.10215405868172,4.27247296367347,4.29602482935177,1
"4812","Argentina","Uruguay",2.8,4812,52,6.60122660404342,0,-0.429957495378398,0.506833134639881,0,3,0,16.6344789218701,16.299544755008,8.90505523425287,4.93887652217062,20.7734255762502,17.7697157123552,4.68378546718948,7.28402821889626,2.06426853885205,2.21390528296108,-3.34716382694635,-2.05386419702283,2.03731725332225,2.24020347719238,4.25657490355837,4.35142771608434,0
"4813","Bolivia","Uruguay",2.8,4813,53,6.31791254886139,0,0.761230757074562,-0.223298281981227,0,2,0,17.5212349499052,15.7346736790904,11.7490203744521,8.46664002096116,14.6138925030196,25.0728698076589,6.63297627241748,9.2389818522208,2.21333953329737,2.32160637495838,-0.946939637406488,-1.68430635501088,2.22438611740601,1.90505942188291,4.33487702744265,4.23501237147959,1
"4814","Brazil","Uruguay",2.8,4814,54,6.17882026065865,0,3.56643904450295,-0.230906147615298,0,2,0,21.0333384386908,16.7744389271414,7.75911461131688,8.7931853682096,19.4153584968138,19.3584952211946,8.69550731329012,8.6281257994765,1.84613140742588,2.27168543028546,-1.98044192335423,-2.20879808200691,2.52667571296165,1.60323487195098,4.27362847533921,4.39556745649047,1
"4815","Chile","Uruguay",2.8,4815,55,2.92577551659508,1,3.45649577499716,-1.7758137481915,0,2,1,20.4286352031801,17.3257699471822,9.1297787788356,8.57742011436686,18.1058403866258,19.3653876845733,7.47774615799517,8.14195345694761,1.83114903680849,1.62164526308868,-0.52644717745321,-1.15534486374736,2.4968274996164,2.04527786336153,4.36013868641009,4.25848156896551,0
"4816","Colombia","Uruguay",2.8,4816,56,4.53447534346066,0,2.02369837391627,0.0568637590733132,0,1,0,18.719334855232,16.9129096921921,11.7797104470596,7.91600644272402,22.1259917281515,15.8388413981871,9.9269535593471,8.2445435973827,1.6115495347672,2.33536260951364,-0.589022242604205,-0.73688300606383,1.73919499817333,2.07246819983712,4.16126012939057,4.39463950947669,0
"4817","Ecuador","Uruguay",2.8,4817,57,6.61712770758134,1,1.01031714221956,0.519500766732448,0,2,0,18.5952187924208,17.4074716233351,6.14454368977356,15.4117421167964,20.3132598134268,19.9404621450826,11.1410032491995,7.88381500133801,2.13137275989731,2.03709742517083,-3.12048812812324,-3.03185616256518,1.74538513948789,2.02432083460856,4.31132867972337,4.28710306766551,1
"4818","Paraguay","Uruguay",2.8,4818,58,6.35464000031739,1,3.72552908257955,0.38367548770212,0,1,1,19.4817324876835,16.5838198734965,6.62587842064823,5.3424505065202,14.0607693689733,18.7573895346656,10.916071156666,7.52951570950035,1.43540110580875,2.54042993705731,-2.14205780733065,-2.50326265182705,2.29945749627537,1.89806007575285,4.2010470899168,4.25739452307284,0
"4819","Peru","Uruguay",2.8,4819,59,4.49564915421014,0,3.16424032847079,0.202989945051897,0,3,1,17.5197479748035,16.3015331996071,7.51719756197799,10.6445832571493,20.2438169211399,19.1018126349591,8.52134245442897,7.68456055488885,2.40720082184616,1.12558274571583,0.272622307391212,-1.17381089272917,2.26997302644957,2.06073993888778,4.3098214095062,4.21803474248093,0
"4820","Venezuela","Uruguay",2.8,4820,60,5.91704088822296,1,1.05579619338102,1.79243377115803,0,1,1,13.5891257498258,16.6067310704396,3.15434403961912,8.89378883143502,17.1607564695965,19.7475500893397,10.2696086516763,6.61812758303568,1.18461568202575,2.83779687288225,1.20638397334321,0.059314950737313,1.82170735270287,2.04370500457333,4.21586594646418,4.37027828644241,1
"4821","USA","Uruguay",2.8,4821,61,7.09515020944652,1,4.98088651879758,0.983695396702909,0,3,1,17.7723931182951,16.6302382318714,8.00917077029688,4.99346577393119,12.5160155518869,21.1399901759423,10.5709316300015,9.22565723459999,1.91980901377743,1.65736031985775,-0.409780256408251,2.13909314073285,1.93075611514895,2.22879189787056,4.26811500532024,4.29483064459176,1
"4822","Spain","Uruguay",2.8,4822,62,6.26084878633445,1,-1.47913508549292,-0.404212656675657,0,1,1,16.1081631941289,14.806521985211,9.68105238645096,8.03112981167276,16.7565703404996,20.5570348798516,8.60144218381008,7.72091134765849,1.57122063635004,2.14887968906408,1.68221216284409,-0.670014977160739,1.5817513248864,2.20770166964001,4.29740122630708,4.33849679484205,0
"4823","Canada","Uruguay",2.8,4823,63,5.8413165056283,0,4.11207225464368,1.07807478090508,0,1,0,17.6405644557732,18.1817987204261,6.08936522249942,14.0392180524128,19.6369151118231,16.9231832686943,9.20219708759979,8.80620684331379,2.29412078757949,1.258929151536,-1.03551644021629,-3.6002756922288,1.92152702006019,1.9174965703175,4.31161206637999,4.37872359278396,0
"4824","America","Uruguay",2.8,4824,64,5.00373818909846,1,0.552606654345686,1.84137217200055,0,3,0,21.4538034021846,14.476277827143,8.82870211014614,14.0424188863431,18.6581176050365,17.0236836076169,7.53016340251813,7.67048127050061,3.35068746640273,1.70868508583171,-1.48785828138381,-1.11428957088653,1.96931486455382,1.79450021813622,4.16014523526622,4.36268899212147,0
"4825","Africa","Uruguay",2.8,4825,65,5.71867895768853,0,-1.26551420259608,1.63388935877139,0,2,0,19.9663323722028,17.4830003327901,10.6898718540852,18.1169729236973,19.7835888122417,12.5505546934622,8.20332063541362,8.24259708702616,2.32397633715097,1.43189686443918,-1.34117307675409,-0.401902600278623,2.0276191279071,2.38585839234011,4.28686801109438,4.22821147371726,1
"4826","Asia","Uruguay",2.8,4826,66,4.81593146849973,0,0.259493205712434,2.62250959874909,0,1,0,18.3431813907791,18.448176782785,3.50352910943833,5.39744657615373,20.4337440900705,18.806129113388,6.62775227057702,6.17796135272216,1.71168965145637,2.34436465546361,-0.881306207061886,-0.0021622238246235,2.15108226242827,2.06443369786969,4.38330094018908,4.33977689547862,1
"4827","Europe","Uruguay",2.8,4827,67,8.35530760136776,1,6.00234366245731,0.895273491422464,0,2,0,15.3123936943188,17.5521508438685,10.2976342822375,7.26123716878843,20.1053515835639,20.2728266357813,7.74089409349538,7.48849284330247,1.52405864367276,1.76132404601537,-0.353167762053901,-3.33078511882579,2.22993567401283,2.07848004248655,4.15737487832529,4.17118313449961,0
"4828","Oceania","Uruguay",2.8,4828,68,5.34069194332925,0,0.913163416684928,1.50898814090192,0,1,1,16.2015108614835,16.8229826694974,2.8497181676029,8.85267561406366,20.567562203757,16.0651782922495,8.37793724444266,7.56149751555866,1.63267777998066,1.38533453300449,-0.726086631975907,-0.942647308949156,2.34325676057065,1.807796190965,4.34063849284217,4.4104144415233,1
"4829","Argentina","Uruguay",2.8,4829,69,5.15804357315414,0,4.89172939596041,1.05207877263024,0,3,1,18.6251144792562,16.3823320625813,9.20129725632723,10.0760827470364,17.6632724653438,18.3671557792687,10.4663703237771,8.52074035620644,2.02626382115237,2.41410541470967,-1.71739288769135,-2.32947763756145,1.57904918714223,2.10816463560781,4.31059668401243,4.19268491983279,1
"4830","Bolivia","Uruguay",2.8,4830,70,8.39427889723526,0,1.22927713466906,1.94541100153577,0,2,1,18.4900448282384,19.1159980803827,8.91375903185448,8.17095590384313,18.4650959813822,19.5344616352666,7.74144843202737,8.69931511624949,1.4634946451129,2.29204461147547,-0.973351909257056,-1.19119435257161,1.98294474250032,1.95949562720225,4.2088427651033,4.4029235256054,1
"4831","Brazil","Uruguay",2.8,4831,71,4.33877849645824,0,-1.91850110151164,-0.735387478667424,0,2,1,17.0409639098955,15.5474416018387,9.51652711814389,14.1014784885987,16.8186330589957,23.438892446406,8.80879688637155,7.66462771246611,2.06517660613624,1.98775185396595,-2.38000319409065,-0.924504145715347,1.24676283531977,1.9803305743458,4.34281168674747,4.21598245110194,0
"4832","Chile","Uruguay",2.8,4832,72,2.43450553096013,0,5.00620359443092,0.356492969158387,0,2,0,16.6384523549072,15.9187467803653,9.74299012983071,8.13768041922832,18.1742135217784,15.9434659308961,10.8250931842612,8.07683903628215,1.84010064844872,1.53287105527658,-0.8349612985809,-0.628777878177627,2.51237731059696,1.68688146444938,4.47432676108497,4.19195970769625,0
"4833","Colombia","Uruguay",2.8,4833,73,5.39843554208599,0,1.54816421221036,2.00551698205591,0,3,1,20.8481788835207,17.1596902019872,10.3648430128466,8.36648115103146,15.2826121433933,19.1147968890428,8.99529562449074,9.26367478280086,2.21488674354175,1.74900538777974,-1.29990251604396,-2.41833814935649,1.9004167885583,1.70638302185627,4.13920349913646,4.18877466383614,0
"4834","Ecuador","Uruguay",2.8,4834,74,7.61187236124149,0,0.933294410578613,-1.11058459370026,0,2,0,19.5271385048221,15.6113339981797,4.44755151295642,8.7660425200696,21.5793530260599,20.0936609807924,7.96227001030022,8.2279206241595,2.7825402892332,1.38146628842796,-0.0867161708704176,-1.66356653801231,2.15218223518777,2.05085718911624,4.28604601195106,4.21744919342362,1
"4835","Paraguay","Uruguay",2.8,4835,75,5.96172886015313,0,6.63687343539379,1.08808484432917,0,3,1,16.6551530020429,15.7811216747251,7.78435668654005,7.81759121433253,15.1769492419683,17.3731747697779,9.49417645386227,8.11530528812916,1.77488740155162,1.60270714489958,-0.37580531009171,-2.36379533659151,1.92353612370664,1.81740545618937,4.33469970085452,4.25235314477635,0
"4836","Peru","Uruguay",2.8,4836,76,8.14022728872424,0,7.36027900956872,0.58033534526469,0,2,1,16.1617844394359,17.8643746379394,10.2166509406971,9.27931553621262,18.236333084762,20.419829940888,9.09399560934664,8.74510553835649,2.09247747674817,2.4550380363208,-0.854464300461748,-2.07469255762636,2.26816097815966,1.99253160935982,4.26173707317785,4.0865511687519,0
"4837","Venezuela","Uruguay",2.8,4837,77,1.70581939755469,0,-1.4936752183241,-0.220586206627322,0,2,1,17.2688985735319,15.7880232661822,10.6004989305294,9.55442046236814,20.4329802188366,15.0356250358987,10.2310932787643,7.35326139520562,2.13272966328091,2.85466947161194,-1.88106263923304,0.314336997650825,1.95651024647759,2.05849405451905,4.2195400903562,4.21787203319032,0
"4838","USA","Uruguay",2.8,4838,78,4.6680990277394,1,-0.585600918676483,1.55259049840316,0,3,0,16.6869605151854,15.7604154127024,12.0189926914103,3.67973287679453,13.3836714558442,17.7407665732244,8.85994598875689,8.84558722115115,2.35218207128279,2.27752905076505,-1.20313501571527,-3.3426440083462,2.76317846877809,1.813671857204,4.24399549145874,4.37796565931517,0
